基金代码	基金名称	开始日期	类型
005948	德邦民裕进取量化精选灵活配置混合C	2018-06-22	混合式基金
005950	鑫元行业轮动C	2018-05-31	混合式基金
005952	民生恒益纯债C	2018-06-14	债券基金
005954	人保转型混合C	2018-06-21	混合式基金
005956	易方达鑫转添利混合C	2018-08-09	混合式基金
005958	华夏聚丰混合(FOF)C	2018-10-23	混合式基金
005959	财通新视野C	2018-06-25	混合式基金
005961	博时量化价值股票C	2018-06-26	股票基金
005966	安信中证500指数增强C	2018-11-29	股票基金
005969	创金合信工业周期股票C	2018-05-17	股票基金
005973	交银裕如纯债债券C	2018-05-25	债券基金
005975	东方红配置精选混合C	2018-05-21	混合式基金
005978	中信保诚至兴C	2018-06-27	混合式基金
005980	南方合顺多资产C	2019-01-17	混合式基金
005989	兴业纯债一年定开债券C	2018-06-27	债券基金
005990	申万菱信安泰惠利纯债债券C	2018-08-16	债券基金
005993	光大超短债C	2018-06-13	债券基金
005997	天弘裕利C	2018-05-10	混合式基金
005998	嘉实深证基本面120ETF联接C	2018-06-15	联接基金
005999	嘉实中证金融地产ETF联接C	2018-06-15	联接基金
006003	工银医药健康股票C	2018-07-30	股票基金
006008	诺安积极配置混合C	2018-07-27	混合式基金
006010	国融融银C	2018-06-07	混合式基金
006012	中信保诚稳鸿C	2018-05-31	债券基金
006014	易方达鑫转招利混合C	2019-01-29	混合式基金
006015	华安信用四季红C	2018-05-17	债券基金
006021	广发沪深300指数增强C	2018-06-29	股票基金
006031	南方昌元转债C	2018-12-25	债券基金
006036	中融恒惠纯债C	2018-12-27	债券基金
006038	大成景恒混合C	2018-06-26	混合式基金
006041	鹏华兴盛混合C	2018-05-31	混合式基金
006044	永赢惠益债券C	2018-06-15	债券基金
006047	长信稳健纯债E	2018-05-30	债券基金
006054	中航瑞景3个月定开C	2018-08-28	债券基金
006057	鹏华丰和C	2018-06-07	债券基金
006060	鹏扬泓利债券C	2018-12-12	债券基金
006062	鹏华兴康混合C	2018-06-12	混合式基金
006064	红土创新增强收益债券C	2018-07-25	债券基金
006065	景顺景泰稳利定开C	2018-06-11	债券基金
006067	中加颐睿纯债债券C	2018-07-25	债券基金
006069	中加颐信纯债债券C	2018-06-14	债券基金
006074	人保鑫瑞中短债债券C	2018-08-30	债券基金
006075	博时标普500联接C	2018-06-07	联接基金
006077	创金合信恒利超短债债券C	2018-08-02	债券基金
006080	海富通电子信息传媒产业股票	2018-12-26	股票基金
006083	鑫元全利C	2018-10-25	债券基金
006085	新机遇C	2018-08-15	混合式基金
006087	华泰500ETF联接C	2018-06-13	联接基金
006091	前海开源鼎康债券C	2018-08-02	债券基金
006093	永赢荣益债券C	2018-09-13	债券基金
006095	永赢泰益债券C	2018-06-25	债券基金
006104	华泰量化智慧C	2018-06-19	混合式基金
006108	招商添利6个月定开债发起式C	2018-06-27	债券基金
006110	富荣价值精选混合C	2018-08-10	混合式基金
006115	人保鑫利债券C	2018-08-09	债券基金
006127	华宝香港中小C	2018-07-30	股票基金
006131	华泰300ETF联接C	2018-07-02	联接基金
006133	万家智造优势混合C	2018-08-28	混合式基金
006141	广发集嘉债券C	2018-12-25	债券基金
006146	前海开源鼎欣债券C	2018-08-16	债券基金
006159	博时荣享回报混合C	2018-08-23	混合式基金
006161	博道启航混合C	2018-08-10	混合式基金
006162	财通资管积极收益债券E	2018-07-20	债券基金
006166	建信中证1000指数增强C	2018-11-22	股票基金
006170	工银瑞福纯债债券C	2018-11-07	债券基金
006173	万家鑫悦纯债C	2018-08-20	债券基金
006178	中信保诚稳达C	2018-08-31	债券基金
006182	格林伯锐灵活配置C	2018-11-16	混合式基金
006185	格林泓鑫纯债C	2018-10-29	债券基金
006190	前海开源裕瑞混合C	2018-08-07	混合式基金
006192	华夏鼎通债券C	2018-10-23	债券基金
006194	鑫元核心资产C	2018-11-14	股票基金
006197	华夏中证央企ETF联接C	2018-11-14	联接基金
006204	前海联合泳祺纯债C	2018-09-06	债券基金
006211	东方臻宝纯债债券C	2018-08-08	债券基金
006213	东方臻选纯债债券C	2018-08-24	债券基金
006215	平安500ETF联接C	2018-09-05	联接基金
006217	前海开源价值成长混合C	2018-09-19	混合式基金
006221	工银上证50ETF联接C	2018-12-25	联接基金
006226	人保量化混合C	2018-09-27	混合式基金
006232	国融融君混合C	2018-09-12	混合式基金
006241	中融医疗健康混合C	2018-09-19	混合式基金
006247	华夏中小板ETF联接C	2018-09-10	联接基金
006249	华夏创业板ETF联接C	2018-08-14	联接基金
006253	永赢消费主题C	2018-11-06	混合式基金
006256	中邮中证价值回报C	2018-11-29	股票基金
006258	华宸未来稳健添利债券C	2018-08-24	债券基金
006262	易方达深成指EF联接C	2018-08-13	联接基金
006263	易方达香港恒生综合小型股指数(QDII-LOF)C	2018-08-13	股票基金
006268	诺德量化核心C	2018-11-22	混合式基金
006276	永赢聚益债券C	2018-08-28	债券基金
006278	中金瑞和C	2018-11-13	混合式基金
006280	中金瑞祥C	2018-11-13	混合式基金
006288	永赢盛益债券C	2018-09-14	债券基金
006291	南方养老2035C	2018-11-06	混合式基金
006293	MSCIETF联接C	2018-10-10	联接基金
006301	华宝宝丰高等级债券C	2018-08-30	债券基金
006309	添富全球消费混合(QDII)人民币C	2018-09-21	混合式基金
006310	添富全球消费混合(QDII)美元现汇	2018-09-21	混合式基金
006312	中金可转债C	2018-11-27	债券基金
006320	易方达安瑞短债C	2018-11-14	债券基金
006322	中欧预见养老2035三年持有(FOF)C	2018-10-10	混合式基金
006324	合煦智远嘉选混合C	2018-09-18	混合式基金
006326	招商添荣3个月定开债C	2018-11-22	债券基金
006331	中银国有企业债C	2018-08-20	债券基金
006333	招商金鸿债券C	2018-11-02	债券基金
006338	华安安浦债券C	2018-09-06	债券基金
006340	国泰民安增益纯债C	2018-08-15	债券基金
006342	中金MSCI质量C	2018-11-22	股票基金
006344	中金MSCI低波动C	2018-10-17	股票基金
006347	安信量化优选股票C	2018-09-03	股票基金
006355	华宝香港大盘C	2018-08-29	股票基金
006361	财通资管鸿益中短债债券C	2018-09-03	债券基金
006363	深F60联接C	2018-09-04	联接基金
006368	交银裕祥纯债债券C	2018-09-26	债券基金
006374	国富全球科技互联混合(QDII)美元现汇	2018-11-20	混合式基金
006381	华夏恒生ETF联接C	2018-09-19	联接基金
006386	华泰保兴研究智选C	2018-11-16	混合式基金
006388	宝盈安泰短债债券C	2018-12-07	债券基金
006390	金鹰添祥中短债C	2018-09-19	债券基金
006394	招商添德3个月定开债C	2018-09-12	债券基金
006396	长信双利E	2018-09-07	混合式基金
006397	长信内需成长混合E	2018-09-07	混合式基金
006403	银河睿嘉债券C	2018-09-13	债券基金
006406	华富恒盛纯债债券C	2018-11-20	债券基金
006407	银河君欣债券C	2018-09-13	债券基金
006410	富国中债-1-3年国开行债券指数C	2018-09-27	债券基金
006417	方正富邦丰利债券C	2018-12-07	债券基金
006420	人保优势产业混合C	2018-12-25	混合式基金
006423	嘉合磐稳纯债C	2018-11-22	债券基金
006425	嘉合锦程混合C	2018-12-20	混合式基金
006428	招商添悦纯债C	2018-10-26	债券基金
006433	平安鑫利混合C	2018-09-15	混合式基金
006437	浦银中短债C	2018-10-25	债券基金
006439	博时央调ETF联接C	2018-11-14	联接基金
006442	东兴品牌精选混合C	2018-11-14	混合式基金
006444	永赢裕益债券C	2018-10-12	债券基金
006454	中加瑞利纯债债券C	2018-12-26	债券基金
006456	鹏华3个月中短债C	2018-10-17	债券基金
006458	平安估值优势混合C	2018-12-05	混合式基金
006460	人保鑫裕增强C	2018-11-13	债券基金
006462	信达澳银新起点定期开放混合C	2018-10-08	混合式基金
006463	信达澳银新征程定期开放灵活配置混合C	2018-10-08	混合式基金
006465	浦银普益C	2018-11-08	债券基金
006471	华润元大润鑫债券C	2018-09-21	债券基金
006474	招商中债1-5年进出口行C	2018-12-05	债券基金
006476	南方原油C	2018-10-08	联接基金
006479	广发纳斯达克100C	2018-10-25	股票基金
006480	广发纳斯达克100C(美元现汇)	2018-10-25	股票基金
006483	广发可转债债券C	2018-11-02	债券基金
006485	广发中债1-3年国开债指数C	2018-11-14	债券基金
006487	广发中证1000指数C	2018-11-02	股票基金
006492	南方1-3年国开债C	2018-11-08	债券基金
006494	南方3-5年农发债C	2018-12-05	债券基金
006497	银华安盈短债债券C	2018-12-07	债券基金
006503	财通集成电路产业股票C	2018-11-29	股票基金
006506	永赢祥益债券C	2018-10-12	债券基金
006512	博道卓远混合C	2018-11-07	混合式基金
006514	鹏扬淳享债券C	2018-12-12	债券基金
006515	浙商汇金短债E	2018-11-22	债券基金
006518	南方吉元短债C	2018-11-21	债券基金
006520	汇安短债债券C	2018-11-07	债券基金
006521	汇安短债债券E	2018-11-07	债券基金
006525	前海开源MSCI中国A股指数C	2018-11-27	股票基金
006531	华泰量化驱动C	2018-10-16	混合式基金
006532	华泰柏瑞量化阿尔法C	2018-10-16	混合式基金
006539	南方价值C	2018-11-23	混合式基金
006540	南方绩优C	2018-11-13	混合式基金
006541	南方成份C	2018-11-20	混合式基金
006543	财通资管鸿利中短债债券C	2018-11-22	债券基金
006546	兴银中短债C	2018-12-07	债券基金
006548	红塔红土盛弘混合型发起式C	2018-11-06	混合式基金
006553	国投瑞银恒泽中短债债券C	2018-12-19	债券基金
006554	华安鼎益债券C	2018-11-02	债券基金
006556	海富通研究精选混合	2019-01-29	混合式基金
006559	永赢通益债券C	2018-11-22	债券基金
006562	中欧短债债券C	2018-10-25	债券基金
006569	国联安医药100C	2018-10-26	股票基金
006571	中金金元C	2018-11-08	债券基金
006577	永赢诚益债券C	2018-11-07	债券基金
006579	泰康中证港股通非银指数C	2018-12-21	股票基金
006584	中信保诚景泰债券C	2018-12-26	债券基金
006589	中加聚利纯债定开C	2018-11-27	债券基金
006592	广发景明中短债C	2018-11-29	债券基金
006594	博道中证500增强C	2019-01-03	股票基金
006598	国泰利享中短债债券C	2018-12-03	债券基金
006607	泓德裕丰中短债债券C	2018-12-12	债券基金
006614	嘉实港股通新经济指数(LOF)C	2019-01-14	股票基金
006619	长江可转债债券C	2018-12-25	债券基金
006630	招商鑫悦中短债C	2018-11-30	债券基金
006632	鑫元臻利C	2019-01-25	债券基金
006634	博时中债1-3政金债指数C	2018-12-10	股票基金
006641	中金新元一年定开债C	2018-11-15	债券基金
006647	添富短债债券C	2018-12-13	债券基金
006661	永赢昌益债券C	2018-11-29	债券基金
006663	易方达安悦超短债C	2018-12-05	债券基金
006664	易方达安悦超短债F	2018-12-05	债券基金
006674	大成景旭B	2018-11-22	债券基金
006695	新华鑫日享中短债C	2018-12-19	债券基金
006703	国富恒嘉短债债券C	2018-12-19	债券基金
006708	永赢宏益债券C	2018-12-05	债券基金
020012	国泰金龙债券C	2008-06-05	债券基金
020020	国泰双利C	2009-03-11	债券基金
020028	国泰信用债C	2012-07-31	债券基金
020030	国泰6个月理财B	2012-09-25	货币基金
020032	国泰现金B	2012-12-11	货币基金
020034	国泰增利C	2012-12-26	债券基金
020036	国泰上证5年期联接C	2013-03-07	联接基金
040010	华安收益B	2008-04-30	债券基金
040013	华安强债B	2009-04-13	债券基金
040019	华安稳固收益债券	2010-12-21	债券基金
040023	华安可转债B	2011-06-22	债券基金
040029	华安月月鑫B	2012-05-09	货币基金
040031	华安季季鑫B	2012-05-23	货币基金
040034	华安月安鑫B	2012-06-14	货币基金
040037	华安安心债B	2012-09-07	债券基金
040039	华安日日鑫B	2012-11-26	货币基金
040041	华安纯债C	2013-02-05	债券基金
040043	华安7日鑫B	2012-12-26	货币基金
040047	华安纳指100美元现钞	2013-08-02	股票基金
040048	华安纳指100美元现汇	2013-08-02	股票基金
041003	华安富利B	2009-12-23	货币基金
050006	博时稳定价值债券	2005-08-24	债券基金
050111	博时信用C	2009-06-10	债券基金
050116	博时宏观C	2010-07-27	债券基金
050119	博时转债C	2010-11-24	债券基金
050123	博时天颐C	2012-02-29	债券基金
050128	博时收益C	2012-12-06	债券基金
050129	博时30天B	2013-01-28	货币基金
050202	博时亚洲(美元现汇)	2013-02-01	债券基金
050203	博时亚洲(美元现钞)	2013-02-01	债券基金
070016	嘉实多元B	2008-09-10	债券基金
070026	嘉实信用C	2011-09-14	债券基金
070029	嘉实安心B	2011-12-28	货币基金
070036	嘉实理财7天债B	2012-08-29	货币基金
070038	嘉实纯债C	2012-12-11	债券基金
070039	嘉实中证500ETF联接C	2018-09-13	联接基金
070088	嘉实货币B	2012-12-17	货币基金
080010	长盛同禧C	2011-12-06	债券基金
080017	长盛30天B	2012-10-26	货币基金
080019	长盛60天B	2012-11-29	货币基金
091005	大成货币B	2005-06-03	货币基金
091021	大成月添利B	2012-09-20	货币基金
091022	大成现金增利B	2012-11-20	货币基金
091023	大成月月盈B	2012-11-29	货币基金
092002	大成债券C	2006-04-24	债券基金
100028	富国天时B	2006-11-29	货币基金
100037	富国优化增强债券C	2009-06-10	债券基金
100068	富国纯债C	2012-11-22	债券基金
100071	富国定期开放债C	2012-12-18	债券基金
100073	富国强回报C	2013-01-29	债券基金
101007	富国7天理财B	2012-10-19	货币基金
110008	易稳健收益B	2005-09-19	债券基金
110016	易基货币B	2006-07-18	货币基金
110018	易增强回报B	2008-03-19	债券基金
110028	安心回报B	2011-06-21	债券基金
110032	H股ETF联接A(美元现汇)	2012-08-21	联接基金
110033	H股ETF联接A(美元现钞)	2012-08-21	联接基金
110036	易基双债C	2011-12-01	债券基金
110038	易基纯债C	2012-05-03	债券基金
110051	易方达月月利B	2012-11-26	货币基金
110053	易方达双月利B	2013-01-15	货币基金
121099	瑞福分级	2007-07-17	股票基金
128011	国投瑞银货币B	2009-01-19	货币基金
128013	国投纯债B	2012-12-11	债券基金
128112	国投强债C	2010-09-08	债券基金
150001	瑞福进取	2007-07-17	股票基金
150007	同庆B	2009-05-12	股票基金
150009	瑞和远见	2009-10-14	股票基金
150010	国泰优先	2010-02-10	股票基金
150013	中证100B	2010-04-16	股票基金
150015	银富货币B	2006-11-01	货币基金
150017	合润B	2010-04-22	混合式基金
150019	银华锐进	2010-05-07	股票基金
150021	汇利B	2010-09-09	债券基金
150023	深成指B	2010-10-22	股票基金
150026	景丰B	2010-10-15	债券基金
150027	添利B	2010-12-03	债券基金
150029	中证500B	2011-02-11	股票基金
150031	中证90B	2011-03-17	股票基金
150032	多利优先	2011-03-23	债券基金
150035	聚利B	2011-05-13	债券基金
150037	建信进取	2011-05-06	股票基金
150038	万家利B	2011-06-02	债券基金
150040	鼎利B	2011-06-16	债券基金
150041	天盈B	2011-05-23	债券基金
150042	利鑫B	2011-06-24	债券基金
150043	裕祥B	2011-06-10	债券基金
150044	增利A	2011-09-01	债券基金
150045	增利B	2011-09-01	债券基金
150046	丰利B	2011-11-23	债券基金
150048	消费B	2011-09-28	混合式基金
150050	消费进取	2012-03-13	股票基金
150052	沪深300B	2012-02-01	股票基金
150054	泰达500B	2011-12-01	股票基金
150056	500B	2012-01-31	股票基金
150058	中小300B	2012-01-30	股票基金
150060	资源B级	2011-12-08	股票基金
150061	丰泽B	2011-12-08	债券基金
150062	浦银增A	2011-12-13	债券基金
150063	浦银增B	2011-12-13	债券基金
150065	同瑞B	2011-12-06	股票基金
150067	互利B	2011-12-29	债券基金
150068	双翼B	2012-02-16	债券基金
150069	双力A	2012-03-23	股票基金
150070	双力B	2012-03-23	股票基金
150071	盛世A	2012-03-29	股票基金
150072	盛世B	2012-03-29	股票基金
150075	诺安进取	2012-03-29	股票基金
150077	浙商进取	2012-05-07	股票基金
150078	回报B	2012-03-09	债券基金
150079	通利债B	2012-04-25	债券基金
150080	双佳B	2012-06-04	债券基金
150081	双盈B	2012-04-13	债券基金
150082	信达利B	2012-05-07	债券基金
150084	深证100B	2012-05-07	股票基金
150086	中小板B	2012-05-08	股票基金
150087	信用B	2012-04-16	债券基金
150089	金鹰500B	2012-06-05	股票基金
150091	成长B	2012-08-02	股票基金
150093	诺德300B	2012-09-10	股票基金
150095	泰信400B	2012-09-07	股票基金
150097	商品B	2012-06-28	股票基金
150098	同庆800A	2012-05-12	股票基金
150099	同庆800B	2012-05-12	股票基金
150101	资源B	2012-09-27	股票基金
150102	利众B	2013-02-04	债券基金
150105	HS300B	2012-06-25	股票基金
150107	中小B	2012-09-20	股票基金
150109	同辉100B	2012-09-13	股票基金
150111	华商500B	2012-09-06	股票基金
150113	深100B	2012-10-25	股票基金
150114	惠裕B	2013-01-07	债券基金
150115	同丰B	2012-12-27	债券基金
150116	永兴B	2013-01-18	债券基金
150118	房地产B	2013-02-06	股票基金
150119	纯债B	2013-01-31	债券基金
150120	鼎利进取	2013-04-25	债券基金
150122	银河进取	2013-03-29	股票基金
150124	建信50B	2013-03-28	股票基金
150127	双增B	2013-03-01	债券基金
150128	工银增B	2013-03-06	债券基金
150129	丰利债B	2013-04-23	债券基金
150131	医药B	2013-08-29	股票基金
150132	元盛B	2013-05-02	债券基金
150133	德信A	2013-04-25	债券基金
150134	德信B	2013-04-25	债券基金
150136	国富100B	2015-03-26	股票基金
150137	宝利B	2013-07-24	债券基金
150139	中证800B	2013-11-05	股票基金
150141	国金300B	2013-07-26	股票基金
150142	互利债B	2013-11-06	债券基金
150144	转债B级	2013-08-15	债券基金
150146	高贝塔B	2013-08-01	股票基金
150147	同利B	2013-09-17	债券基金
150149	医药800B	2013-08-16	股票基金
150151	有色800B	2013-08-30	股票基金
150153	创业板B	2013-09-12	股票基金
150154	惠丰B	2013-09-12	债券基金
150156	中银互B	2013-09-24	债券基金
150158	金融B	2013-12-20	股票基金
150159	中欧添B	2013-11-28	债券基金
150160	通福B	2013-12-10	债券基金
150161	惠鑫B	2014-01-24	债券基金
150162	永益B	2014-05-22	债券基金
150165	可转债B	2014-05-09	债券基金
150166	恒利B	2014-03-10	债券基金
150168	银华300B	2014-01-07	股票基金
150170	恒生B	2014-03-06	股票基金
150172	证券B	2014-03-13	股票基金
150174	TMT中证B	2014-11-28	股票基金
150176	恒中企B	2014-04-09	股票基金
150178	证保B	2014-05-05	股票基金
150180	信息B	2014-05-05	股票基金
150182	军工B	2014-04-04	股票基金
150185	环保B	2014-05-30	股票基金
150187	军工B级	2014-07-24	股票基金
150189	转债进取	2014-07-31	债券基金
150191	NCF环保B	2014-09-11	股票基金
150193	地产B	2014-09-12	股票基金
150195	互联网B	2014-09-02	股票基金
150197	有色B	2015-03-30	股票基金
150199	食品B	2014-10-23	股票基金
150201	券商B	2014-11-13	股票基金
150204	传媒B	2014-12-11	股票基金
150206	国防B	2014-11-13	股票基金
150208	地产B端	2014-11-27	股票基金
150210	国企改B	2014-12-17	股票基金
150212	新能车B	2015-03-30	股票基金
150214	*成长B级	2015-03-17	股票基金
150216	TMTB	2015-03-26	股票基金
150218	新能源B	2015-03-26	股票基金
150220	健康B	2015-04-16	股票基金
150222	中航军B	2015-03-30	股票基金
150224	证券B级	2015-03-27	股票基金
150226	证保B级	2015-05-19	股票基金
150228	银行B	2015-04-17	股票基金
150230	酒B	2015-04-29	股票基金
150232	电子B	2015-05-14	股票基金
150234	传媒业B	2015-05-29	股票基金
150236	券商B级	2015-05-06	股票基金
150238	环保B级	2015-06-16	股票基金
150240	医药B级	2015-08-17	股票基金
150242	银行B级	2015-04-30	股票基金
150244	创业B	2015-06-09	股票基金
150246	互联B	2015-06-16	股票基金
150248	*传媒B级	2015-05-21	股票基金
150250	银行B端	2015-05-20	股票基金
150252	煤炭B	2015-05-20	股票基金
150254	大农业B	2015-06-04	股票基金
150256	银行业B	2015-06-03	股票基金
150258	生物B	2015-06-03	股票基金
150260	重组B	2015-06-03	股票基金
150262	医疗B	2015-05-21	股票基金
150264	1000B	2015-06-04	股票基金
150266	一带B	2015-05-14	股票基金
150268	银行B类	2015-06-09	股票基金
150270	白酒B	2015-05-27	股票基金
150272	生物药B	2015-05-27	股票基金
150274	带路B	2015-05-18	股票基金
150276	一带一B	2015-05-14	股票基金
150278	高铁B	2015-05-27	股票基金
150280	新能B	2015-05-29	股票基金
150282	金融地B	2015-06-16	股票基金
150284	SW医药B	2015-06-19	股票基金
150286	白酒B级	2015-09-30	股票基金
150288	钢铁B	2015-06-19	股票基金
150290	煤炭B级	2015-06-25	股票基金
150292	银行B份	2015-06-05	股票基金
150294	高铁B级	2015-06-10	股票基金
150296	改革B	2015-06-03	股票基金
150298	互联B级	2015-07-01	股票基金
150300	银行股B	2015-06-09	股票基金
150302	证券股B	2015-06-09	股票基金
150304	创业股B	2015-07-06	股票基金
150306	养老B	2015-06-26	股票基金
150308	体育B	2015-06-25	股票基金
150310	信息安B	2015-06-26	股票基金
150312	智能B	2015-06-26	股票基金
150314	基建B	2015-08-06	股票基金
150316	工业4B	2015-06-15	股票基金
150318	*E金融B	2015-06-26	股票基金
150320	环境B	2015-08-13	股票基金
150322	煤炭B基	2015-06-19	股票基金
150324	环保B端	2015-07-09	股票基金
150326	高铁B端	2015-07-23	股票基金
150328	新能B级	2015-07-09	股票基金
150330	保险B	2015-07-31	股票基金
150332	网金融B	2015-07-31	股票基金
150334	金属B	2015-08-06	股票基金
150336	军工股B	2015-07-01	股票基金
150344	证券B基	2015-07-17	股票基金
150350	农业B	2015-08-25	股票基金
150352	国安B	2015-08-06	股票基金
150354	一带路B	2015-08-13	股票基金
150358	新汽车B	2015-08-27	股票基金
150998	银河钱包货币B	2017-06-29	货币基金
159002	易方达保证金B	2013-03-29	货币基金
159004	招商快线B	2013-05-17	货币基金
159006	快钱B	2014-12-23	货币基金
160124	南方10年国债C	2011-05-17	债券基金
160127	南方新兴消费增长分级股票	2012-03-13	股票基金
160129	南方金利C	2012-05-17	债券基金
160132	南方永利C	2014-04-28	债券基金
160134	南方聚利C	2014-12-01	债券基金
160135	南方中证高铁产业指数分级	2015-06-10	股票基金
160136	南方中证国有企业改革指数	2015-06-03	股票基金
160137	南方中证互联网指数分级基金	2015-07-01	股票基金
160139	南方恒生中国企业精明C	2017-04-26	股票基金
160141	美国RE C	2017-10-26	股票基金
160212	国泰估值优势分级封闭	2010-02-10	混合式基金
160217	国泰信用互利分级债券	2011-12-29	债券基金
160218	国泰国证房地产行业指数分级	2013-02-06	股票基金
160219	国泰国证医药卫生行业指数分级	2013-08-29	股票基金
160221	国泰国证有色金属行业指数分级	2015-03-30	股票基金
160222	国泰国证食品饮料行业指数分级	2014-10-23	股票基金
160224	国泰深证TMT50指数分级	2015-03-26	股票基金
160225	国泰国证新能源汽车指数分级	2012-03-15	股票基金
160226	国泰民益C	2015-11-17	混合式基金
160417	华安沪深300指数分级	2012-06-25	股票基金
160418	华安中证银行指数分级	2015-06-09	股票基金
160419	华安中证全指证券公司指数分级	2015-06-08	股票基金
160420	华安创业板50指数分级	2015-07-06	股票基金
160516	博时证券保险指数分级基金	2015-05-18	股票基金
160517	博时银行分级基金	2015-06-08	股票基金
160521	弘盈C	2016-08-01	混合式基金
160523	安丰18C	2016-09-07	债券基金
160608	普天债券B	2003-07-12	债券基金
160609	鹏华货币B	2006-09-15	货币基金
160619	丰泽A	2011-12-08	债券基金
160620	鹏华资源分级	2012-09-27	股票基金
160622	鹏华丰利债券	2013-04-23	债券基金
160625	鹏华证券保险分级	2014-05-05	股票基金
160626	鹏华中证信息分级	2014-05-05	股票基金
160628	鹏华地产分级	2014-09-11	股票基金
160629	鹏华传媒分级	2014-12-11	股票基金
160630	鹏华国防分级	2014-11-13	股票基金
160631	鹏华银行分级	2015-04-17	股票基金
160632	鹏华酒分级	2015-04-29	股票基金
160633	鹏华证券分级	2015-05-06	股票基金
160634	鹏华环保分级	2015-06-16	股票基金
160635	鹏华医药卫生(LOF)	2015-08-14	股票基金
160636	鹏华互联网分级	2015-06-16	股票基金
160637	鹏华创业板分级	2015-06-08	股票基金
160638	鹏华一带一路分级	2015-05-18	股票基金
160639	鹏华高铁分级	2015-05-27	股票基金
160640	鹏华新能源分级	2015-05-28	股票基金
160718	嘉实多利分级债券（LOF）	2011-03-23	债券基金
160721	中期企债C	2013-02-05	债券基金
160724	嘉实300C	2018-08-08	联接基金
160808	长盛同瑞中证200分级	2011-12-06	股票基金
160809	长盛同辉深100等权重分级	2012-09-13	股票基金
160810	长盛同丰债券（LOF）	2012-12-27	债券基金
160814	长盛中证金融地产分级	2015-06-16	股票基金
161014	富国汇利分级债券	2010-09-09	债券基金
161015	富国天盈债券（LOF）	2011-05-23	债券基金
161022	富国创业板指数分级	2013-09-12	股票基金
161024	富国军工	2014-04-04	股票基金
161025	富国中证移动互联网指数分级	2014-09-02	股票基金
161026	富国中证国有企业改革指数分级	2014-12-17	股票基金
161027	富国中证全指证券公司指数分级	2015-03-27	股票基金
161028	富国中证新能源汽车指数分级	2015-03-30	股票基金
161029	富国中证银行指数分级	2015-04-30	股票基金
161030	富国中证体育产业指数分级	2015-06-25	股票基金
161031	富国中证工业4.0指数分级	2015-06-15	股票基金
161032	富国中证煤炭指数分级	2015-06-19	股票基金
161118	易方达中小板指数分级	2012-09-20	股票基金
161120	易基C	2012-11-08	债券基金
161121	易方达银行分级	2015-06-03	股票基金
161122	易方达生物分级	2015-06-03	股票基金
161123	易方达重组分级	2015-06-03	股票基金
161207	国投瑞银沪深300指数分级	2009-10-15	股票基金
161221	双债C	2014-03-29	债券基金
161223	国投瑞银中证创业指数分级	2015-03-17	股票基金
161231	国投瑞银和盛丰利C	2016-02-03	债券基金
161507	银河沪深300成长分级	2013-03-29	股票基金
161615	融通易支付B	2012-05-02	货币基金
161619	融通岁岁添利B	2012-11-06	债券基金
161623	融通汇财宝B	2013-03-14	货币基金
161625	融通可转债C	2013-03-26	债券基金
161627	通福债C	2013-12-10	债券基金
161628	融通军工分级	2015-07-01	股票基金
161629	融通证券分级	2015-07-17	股票基金
161630	融通农业分级	2015-08-25	股票基金
161693	融通债券C	2012-02-20	债券基金
161715	招商中证大宗商品指数分级	2012-06-28	股票基金
161717	招商双债A	2013-03-01	债券基金
161718	招商沪深300高贝塔指数分级	2013-08-01	股票基金
161719	招商可转债分级债券	2014-07-31	债券基金
161720	招商中证全指证券公司指数分级	2014-11-13	股票基金
161721	招商沪深300地产等权重指数分级	2014-11-27	股票基金
161723	招商中证银行指数分级	2015-05-20	股票基金
161724	招商中证煤炭等权指数分级	2015-05-20	股票基金
161725	招商中证白酒指数分级	2015-05-27	股票基金
161726	招商国证生物医药指数分级	2015-05-27	股票基金
161811	银华沪深300指数（LOF）	2009-10-14	股票基金
161812	银华深证100指数分级	2010-05-07	股票基金
161816	银华中证等权90指数分级	2011-03-17	股票基金
161818	银华消费分级混合	2011-09-28	混合式基金
161819	银华中证内地资源指数分级	2011-12-08	股票基金
161822	银华50C	2012-12-13	债券基金
161824	永兴债C	2013-01-18	债券基金
161825	银华中证800等权指数增强分级	2013-11-05	股票基金
161826	银华中证增强分级	2013-08-15	债券基金
161827	银华永益分级债	2014-05-22	债券基金
161831	银华恒生国企指数分级	2014-04-09	股票基金
161832	银华中证国防安全指数分级	2015-08-06	股票基金
161833	银华一带一路主题指数分级	2015-08-13	股票基金
161908	万家添利	2011-06-02	债券基金
162010	长城久兆	2012-01-30	股票基金
162106	回报A	2012-03-09	债券基金
162107	金鹰量化精选股票(LOF)	2012-06-06	股票基金
162109	元盛A	2013-05-02	债券基金
162215	泰达聚利债券	2011-05-13	债券基金
162216	泰达宏利500指数分级	2011-12-01	股票基金
162299	集利债券C	2008-09-26	债券基金
162412	华宝中证医疗分级	2015-05-21	股票基金
162413	华宝中证1000指数分级	2015-06-04	股票基金
162509	国联安双禧中证100指数分级	2010-04-16	股票基金
162512	双佳A	2012-06-04	债券基金
162714	广发深证100指数分级	2012-05-07	股票基金
162716	聚源债C	2013-05-08	债券基金
162907	泰信基本面400分级	2012-09-07	股票基金
163003	长信利鑫分级债	2011-06-24	债券基金
163005	长信利众分级债	2013-02-04	债券基金
